|dates|Lyon_Nevada_UnitedStates.JHU_ConfirmedCases.data|Lyon_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|0.0|0|0.0|0
0|2020-05-28|56.0|0|0.0|0|0.0|0
0|2020-05-29|56.0|0|0.0|0|0.0|0
0|2020-05-30|56.0|0|0.0|0|0.0|0
