|dates|KingandQueen_Virginia_UnitedStates.JHU_ConfirmedCases.data|KingandQueen_Virginia_UnitedStates.JHU_ConfirmedCases.missing|KingandQueen_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|KingandQueen_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|KingandQueen_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|KingandQueen_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
