|dates|Sonoma_California_UnitedStates.JHU_ConfirmedCases.data|Sonoma_California_UnitedStates.JHU_ConfirmedCases.missing|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.data|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|373.0|0|4.0|0|0.0|0
0|2020-05-18|387.0|0|4.0|0|0.0|0
0|2020-05-19|391.0|0|4.0|0|0.0|0
0|2020-05-20|411.0|0|4.0|0|0.0|0
0|2020-05-21|433.0|0|4.0|0|0.0|0
0|2020-05-22|444.0|0|4.0|0|0.0|0
0|2020-05-23|444.0|0|4.0|0|0.0|0
