|dates|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|399.0|0|9.0|0|0.0|0
0|2020-05-15|417.0|0|9.0|0|0.0|0
0|2020-05-16|417.0|0|9.0|0|0.0|0
