|dates|Harris_Texas_UnitedStates.JHU_ConfirmedCases.data|Harris_Texas_UnitedStates.JHU_ConfirmedCases.missing|Harris_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Harris_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Harris_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Harris_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|11542.0|0|223.0|0|0.0|0
0|2020-05-28|11542.0|0|223.0|0|0.0|0
0|2020-05-29|11542.0|0|223.0|0|0.0|0
0|2020-05-30|11542.0|0|223.0|0|0.0|0
