|dates|Hood_Texas_UnitedStates.JHU_ConfirmedCases.data|Hood_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hood_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hood_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hood_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hood_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|3.0|0|0.0|0
0|2020-05-18|22.0|0|3.0|0|0.0|0
0|2020-05-19|22.0|0|3.0|0|0.0|0
0|2020-05-20|23.0|0|3.0|0|0.0|0
0|2020-05-21|23.0|0|3.0|0|0.0|0
0|2020-05-22|23.0|0|3.0|0|0.0|0
0|2020-05-23|23.0|0|3.0|0|0.0|0
