|dates|Blanco_Texas_UnitedStates.JHU_ConfirmedCases.data|Blanco_Texas_UnitedStates.JHU_ConfirmedCases.missing|Blanco_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Blanco_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Blanco_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Blanco_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8.0|0|0.0|0|0.0|0
0|2020-05-28|8.0|0|0.0|0|0.0|0
0|2020-05-29|8.0|0|0.0|0|0.0|0
0|2020-05-30|8.0|0|0.0|0|0.0|0
