|dates|Baker_Oregon_UnitedStates.JHU_ConfirmedCases.data|Baker_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Baker_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Baker_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Baker_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Baker_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
