|dates|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.data|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|25.0|0|1.0|0|0.0|0
0|2020-05-28|25.0|0|1.0|0|0.0|0
0|2020-05-29|25.0|0|1.0|0|0.0|0
0|2020-05-30|25.0|0|1.0|0|0.0|0
