|dates|Monroe_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Monroe_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|222.0|0|23.0|0|0.0|0
0|2020-05-18|220.0|0|23.0|0|0.0|0
0|2020-05-19|220.0|0|23.0|0|0.0|0
0|2020-05-20|226.0|0|23.0|0|0.0|0
0|2020-05-21|229.0|0|23.0|0|0.0|0
0|2020-05-22|231.0|0|24.0|0|0.0|0
0|2020-05-23|231.0|0|24.0|0|0.0|0
