|dates|Pierce_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Pierce_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|20.0|0|0.0|0|0.0|0
0|2020-05-18|21.0|0|0.0|0|0.0|0
0|2020-05-19|22.0|0|0.0|0|0.0|0
0|2020-05-20|26.0|0|0.0|0|0.0|0
0|2020-05-21|30.0|0|0.0|0|0.0|0
0|2020-05-22|34.0|0|0.0|0|0.0|0
0|2020-05-23|34.0|0|0.0|0|0.0|0
