|dates|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.James_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|283.0|0|23.0|0|0.0|0
0|2020-05-18|284.0|0|23.0|0|0.0|0
0|2020-05-19|284.0|0|23.0|0|0.0|0
0|2020-05-20|284.0|0|23.0|0|0.0|0
0|2020-05-21|289.0|0|24.0|0|0.0|0
0|2020-05-22|289.0|0|24.0|0|0.0|0
0|2020-05-23|289.0|0|24.0|0|0.0|0
