|dates|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|99.0|0|3.0|0|0.0|0
0|2020-05-25|99.0|0|3.0|0|0.0|0
0|2020-05-26|99.0|0|3.0|0|0.0|0
