|dates|Lake_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Lake_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Lake_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|413.0|0|0.0|0|0.0|0
0|2020-05-28|413.0|0|0.0|0|0.0|0
0|2020-05-29|413.0|0|0.0|0|0.0|0
0|2020-05-30|413.0|0|0.0|0|0.0|0
