|dates|Pamlico_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pamlico_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pamlico_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pamlico_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pamlico_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pamlico_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
