|dates|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.data|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|112.0|0|4.0|0|0.0|0
0|2020-05-28|112.0|0|4.0|0|0.0|0
0|2020-05-29|112.0|0|4.0|0|0.0|0
0|2020-05-30|112.0|0|4.0|0|0.0|0
