|dates|Summers_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Summers_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Summers_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Summers_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Summers_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Summers_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1.0|0|0.0|0|0.0|0
0|2020-05-18|1.0|0|0.0|0|0.0|0
0|2020-05-19|1.0|0|0.0|0|0.0|0
0|2020-05-20|1.0|0|0.0|0|0.0|0
0|2020-05-21|1.0|0|0.0|0|0.0|0
0|2020-05-22|1.0|0|0.0|0|0.0|0
0|2020-05-23|1.0|0|0.0|0|0.0|0
