|dates|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|12510.0|0|472.0|0|0.0|0
0|2020-05-18|12510.0|0|472.0|0|0.0|0
0|2020-05-19|12510.0|0|472.0|0|0.0|0
0|2020-05-20|12510.0|0|472.0|0|0.0|0
0|2020-05-21|12510.0|0|472.0|0|0.0|0
0|2020-05-22|12510.0|0|472.0|0|0.0|0
0|2020-05-23|12510.0|0|472.0|0|0.0|0
