|dates|Wayne_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Wayne_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|148.0|0|0.0|0|0.0|0
0|2020-05-28|148.0|0|0.0|0|0.0|0
0|2020-05-29|148.0|0|0.0|0|0.0|0
0|2020-05-30|148.0|0|0.0|0|0.0|0
