|dates|Owen_Indiana_UnitedStates.JHU_ConfirmedCases.data|Owen_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Owen_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Owen_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Owen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Owen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|31.0|0|1.0|0|0.0|0
0|2020-05-25|31.0|0|1.0|0|0.0|0
0|2020-05-26|31.0|0|1.0|0|0.0|0
