|dates|Yates_NewYork_UnitedStates.JHU_ConfirmedCases.data|Yates_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Yates_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Yates_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Yates_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Yates_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|37.0|0|4.0|0|0.0|0
0|2020-05-25|37.0|0|6.0|0|0.0|0
0|2020-05-26|37.0|0|6.0|0|0.0|0
