|dates|Clare_Michigan_UnitedStates.JHU_ConfirmedCases.data|Clare_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Clare_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Clare_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Clare_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Clare_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|14.0|0|2.0|0|0.0|0
0|2020-05-18|15.0|0|2.0|0|0.0|0
0|2020-05-19|15.0|0|2.0|0|0.0|0
0|2020-05-20|17.0|0|2.0|0|0.0|0
0|2020-05-21|16.0|0|2.0|0|0.0|0
0|2020-05-22|17.0|0|2.0|0|0.0|0
0|2020-05-23|17.0|0|2.0|0|0.0|0
