|dates|Middlesex_Virginia_UnitedStates.JHU_ConfirmedCases.data|Middlesex_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Middlesex_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Middlesex_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Middlesex_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Middlesex_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|0.0|0|0.0|0
0|2020-05-28|14.0|0|0.0|0|0.0|0
0|2020-05-29|14.0|0|0.0|0|0.0|0
0|2020-05-30|14.0|0|0.0|0|0.0|0
