|dates|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pasquotank_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|88.0|0|7.0|0|0.0|0
0|2020-05-18|88.0|0|9.0|0|0.0|0
0|2020-05-19|88.0|0|9.0|0|0.0|0
0|2020-05-20|90.0|0|9.0|0|0.0|0
0|2020-05-21|90.0|0|9.0|0|0.0|0
0|2020-05-22|95.0|0|9.0|0|0.0|0
0|2020-05-23|95.0|0|9.0|0|0.0|0
