|dates|Boone_Illinois_UnitedStates.JHU_ConfirmedCases.data|Boone_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Boone_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|268.0|0|13.0|0|0.0|0
0|2020-05-15|274.0|0|14.0|0|0.0|0
0|2020-05-16|274.0|0|14.0|0|0.0|0
