|dates|Roane_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Roane_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Roane_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Roane_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
