|dates|Jones_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jones_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|525.0|0|19.0|0|0.0|0
0|2020-05-28|525.0|0|19.0|0|0.0|0
0|2020-05-29|525.0|0|19.0|0|0.0|0
0|2020-05-30|525.0|0|19.0|0|0.0|0
