|dates|Tallahatchie_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tallahatchie_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tallahatchie_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tallahatchie_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tallahatchie_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tallahatchie_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|1.0|0|0.0|0
0|2020-05-15|18.0|0|1.0|0|0.0|0
0|2020-05-16|18.0|0|1.0|0|0.0|0
