|dates|Hansford_Texas_UnitedStates.JHU_ConfirmedCases.data|Hansford_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hansford_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hansford_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hansford_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hansford_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|2.0|0|0.0|0
0|2020-05-15|15.0|0|2.0|0|0.0|0
0|2020-05-16|15.0|0|2.0|0|0.0|0
