|dates|Madison_Indiana_UnitedStates.JHU_ConfirmedCases.data|Madison_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Madison_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|543.0|0|57.0|0|0.0|0
0|2020-05-18|551.0|0|57.0|0|0.0|0
0|2020-05-19|553.0|0|57.0|0|0.0|0
0|2020-05-20|568.0|0|57.0|0|0.0|0
0|2020-05-21|573.0|0|57.0|0|0.0|0
0|2020-05-22|576.0|0|57.0|0|0.0|0
0|2020-05-23|576.0|0|57.0|0|0.0|0
