|dates|Miller_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Miller_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Miller_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Miller_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Miller_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Miller_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|1.0|0|0.0|0
0|2020-05-18|42.0|0|1.0|0|0.0|0
0|2020-05-19|42.0|0|1.0|0|0.0|0
0|2020-05-20|42.0|0|1.0|0|0.0|0
0|2020-05-21|42.0|0|1.0|0|0.0|0
0|2020-05-22|42.0|0|1.0|0|0.0|0
0|2020-05-23|42.0|0|1.0|0|0.0|0
