|dates|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|98.0|0|3.0|0|0.0|0
0|2020-05-28|98.0|0|3.0|0|0.0|0
0|2020-05-29|98.0|0|3.0|0|0.0|0
0|2020-05-30|98.0|0|3.0|0|0.0|0
