|dates|Orange_Texas_UnitedStates.JHU_ConfirmedCases.data|Orange_Texas_UnitedStates.JHU_ConfirmedCases.missing|Orange_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|96.0|0|2.0|0|0.0|0
0|2020-05-28|96.0|0|2.0|0|0.0|0
0|2020-05-29|96.0|0|2.0|0|0.0|0
0|2020-05-30|96.0|0|2.0|0|0.0|0
