|dates|Lawrence_Indiana_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|133.0|0|21.0|0|0.0|0
0|2020-05-18|139.0|0|21.0|0|0.0|0
0|2020-05-19|141.0|0|22.0|0|0.0|0
0|2020-05-20|140.0|0|21.0|0|0.0|0
0|2020-05-21|141.0|0|21.0|0|0.0|0
0|2020-05-22|141.0|0|21.0|0|0.0|0
0|2020-05-23|141.0|0|21.0|0|0.0|0
