|dates|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedCases.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|28.0|0|2.0|0|0.0|0
0|2020-05-15|28.0|0|2.0|0|0.0|0
0|2020-05-16|28.0|0|2.0|0|0.0|0
