|dates|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|541.0|0|23.0|0|0.0|0
0|2020-05-15|543.0|0|23.0|0|0.0|0
0|2020-05-16|543.0|0|23.0|0|0.0|0
