|dates|Sussex_Delaware_UnitedStates.JHU_ConfirmedCases.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedCases.missing|Sussex_Delaware_UnitedStates.JHU_ConfirmedDeaths.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedDeaths.missing|Sussex_Delaware_UnitedStates.JHU_ConfirmedRecoveries.data|Sussex_Delaware_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3503.0|0|105.0|0|0.0|0
0|2020-05-15|3565.0|0|108.0|0|0.0|0
0|2020-05-16|3565.0|0|108.0|0|0.0|0
