|dates|Rock_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Rock_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Rock_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Rock_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|429.0|0|14.0|0|0.0|0
0|2020-05-18|432.0|0|14.0|0|0.0|0
0|2020-05-19|438.0|0|14.0|0|0.0|0
0|2020-05-20|452.0|0|14.0|0|0.0|0
0|2020-05-21|493.0|0|14.0|0|0.0|0
0|2020-05-22|520.0|0|15.0|0|0.0|0
0|2020-05-23|520.0|0|15.0|0|0.0|0
