|dates|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|746.0|0|21.0|0|0.0|0
0|2020-05-28|746.0|0|21.0|0|0.0|0
0|2020-05-29|746.0|0|21.0|0|0.0|0
0|2020-05-30|746.0|0|21.0|0|0.0|0
