|dates|Washington_Florida_UnitedStates.JHU_ConfirmedCases.data|Washington_Florida_UnitedStates.JHU_ConfirmedCases.missing|Washington_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|1.0|0|0.0|0
0|2020-05-25|45.0|0|1.0|0|0.0|0
0|2020-05-26|45.0|0|1.0|0|0.0|0
