|dates|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.data|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|23.0|0|0.0|0|0.0|0
0|2020-05-15|24.0|0|0.0|0|0.0|0
0|2020-05-16|24.0|0|0.0|0|0.0|0
