|dates|Danville_Virginia_UnitedStates.JHU_ConfirmedCases.data|Danville_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Danville_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Danville_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Danville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Danville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|43.0|0|1.0|0|0.0|0
0|2020-05-15|43.0|0|1.0|0|0.0|0
0|2020-05-16|43.0|0|1.0|0|0.0|0
