|dates|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|810.0|0|29.0|0|0.0|0
0|2020-05-25|831.0|0|29.0|0|0.0|0
0|2020-05-26|831.0|0|29.0|0|0.0|0
