|dates|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|632.0|0|21.0|0|0.0|0
0|2020-05-18|633.0|0|21.0|0|0.0|0
0|2020-05-19|647.0|0|21.0|0|0.0|0
0|2020-05-20|675.0|0|21.0|0|0.0|0
0|2020-05-21|695.0|0|21.0|0|0.0|0
0|2020-05-22|704.0|0|21.0|0|0.0|0
0|2020-05-23|704.0|0|21.0|0|0.0|0
