|dates|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|54.0|0|10.0|0|0.0|0
0|2020-05-28|54.0|0|10.0|0|0.0|0
0|2020-05-29|54.0|0|10.0|0|0.0|0
0|2020-05-30|54.0|0|10.0|0|0.0|0
