|dates|Benson_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Benson_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Benson_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Benson_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Benson_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Benson_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
