|dates|Butler_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Butler_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|0.0|0|0.0|0
0|2020-05-18|31.0|0|0.0|0|0.0|0
0|2020-05-19|34.0|0|0.0|0|0.0|0
0|2020-05-20|37.0|0|0.0|0|0.0|0
0|2020-05-21|37.0|0|0.0|0|0.0|0
0|2020-05-22|44.0|0|0.0|0|0.0|0
0|2020-05-23|44.0|0|0.0|0|0.0|0
