|dates|Pawnee_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pawnee_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pawnee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pawnee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pawnee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pawnee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|2.0|0|0.0|0
0|2020-05-18|29.0|0|2.0|0|0.0|0
0|2020-05-19|29.0|0|2.0|0|0.0|0
0|2020-05-20|29.0|0|2.0|0|0.0|0
0|2020-05-21|29.0|0|2.0|0|0.0|0
0|2020-05-22|29.0|0|2.0|0|0.0|0
0|2020-05-23|29.0|0|2.0|0|0.0|0
