|dates|Labette_Kansas_UnitedStates.JHU_ConfirmedCases.data|Labette_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Labette_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Labette_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Labette_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Labette_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|0.0|0|0.0|0
0|2020-05-15|22.0|0|0.0|0|0.0|0
0|2020-05-16|22.0|0|0.0|0|0.0|0
