|dates|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|32.0|0|1.0|0|0.0|0
0|2020-05-25|35.0|0|1.0|0|0.0|0
0|2020-05-26|35.0|0|1.0|0|0.0|0
