|dates|Stephenson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Stephenson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Stephenson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Stephenson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Stephenson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Stephenson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|187.0|0|2.0|0|0.0|0
0|2020-05-25|190.0|0|2.0|0|0.0|0
0|2020-05-26|190.0|0|2.0|0|0.0|0
