|dates|SanJacinto_Texas_UnitedStates.JHU_ConfirmedCases.data|SanJacinto_Texas_UnitedStates.JHU_ConfirmedCases.missing|SanJacinto_Texas_UnitedStates.JHU_ConfirmedDeaths.data|SanJacinto_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|SanJacinto_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|SanJacinto_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|0.0|0|0.0|0
0|2020-05-28|14.0|0|0.0|0|0.0|0
0|2020-05-29|14.0|0|0.0|0|0.0|0
0|2020-05-30|14.0|0|0.0|0|0.0|0
