|dates|Wayne_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Wayne_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|39.0|0|0.0|0|0.0|0
0|2020-05-18|39.0|0|0.0|0|0.0|0
0|2020-05-19|45.0|0|0.0|0|0.0|0
0|2020-05-20|51.0|0|0.0|0|0.0|0
0|2020-05-21|58.0|0|0.0|0|0.0|0
0|2020-05-22|72.0|0|0.0|0|0.0|0
0|2020-05-23|72.0|0|0.0|0|0.0|0
