|dates|Sacramento_California_UnitedStates.JHU_ConfirmedCases.data|Sacramento_California_UnitedStates.JHU_ConfirmedCases.missing|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.data|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1293.0|0|56.0|0|0.0|0
0|2020-05-25|1302.0|0|56.0|0|0.0|0
0|2020-05-26|1302.0|0|56.0|0|0.0|0
