|dates|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|312.0|0|14.0|0|0.0|0
0|2020-05-28|312.0|0|14.0|0|0.0|0
0|2020-05-29|312.0|0|14.0|0|0.0|0
0|2020-05-30|312.0|0|14.0|0|0.0|0
