|dates|Fountain_Indiana_UnitedStates.JHU_ConfirmedCases.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Fountain_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Fountain_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|2.0|0|0.0|0
0|2020-05-28|18.0|0|2.0|0|0.0|0
0|2020-05-29|18.0|0|2.0|0|0.0|0
0|2020-05-30|18.0|0|2.0|0|0.0|0
