|dates|Garvin_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Garvin_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Garvin_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Garvin_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Garvin_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Garvin_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|1.0|0|0.0|0
0|2020-05-15|16.0|0|1.0|0|0.0|0
0|2020-05-16|16.0|0|1.0|0|0.0|0
