|dates|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stanly_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|54.0|0|4.0|0|0.0|0
0|2020-05-28|54.0|0|4.0|0|0.0|0
0|2020-05-29|54.0|0|4.0|0|0.0|0
0|2020-05-30|54.0|0|4.0|0|0.0|0
