|dates|Sullivan_NewYork_UnitedStates.JHU_ConfirmedCases.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1310.0|0|29.0|0|0.0|0
0|2020-05-25|1324.0|0|29.0|0|0.0|0
0|2020-05-26|1324.0|0|29.0|0|0.0|0
