|dates|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Georgetown_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|52.0|0|3.0|0|0.0|0
0|2020-05-18|52.0|0|3.0|0|0.0|0
0|2020-05-19|52.0|0|3.0|0|0.0|0
0|2020-05-20|53.0|0|3.0|0|0.0|0
0|2020-05-21|53.0|0|3.0|0|0.0|0
0|2020-05-22|54.0|0|3.0|0|0.0|0
0|2020-05-23|54.0|0|3.0|0|0.0|0
