|dates|Jackson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|219.0|0|10.0|0|0.0|0
0|2020-05-25|228.0|0|10.0|0|0.0|0
0|2020-05-26|228.0|0|10.0|0|0.0|0
