|dates|Johnson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Johnson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|7.0|0|0.0|0|0.0|0
0|2020-05-25|7.0|0|0.0|0|0.0|0
0|2020-05-26|7.0|0|0.0|0|0.0|0
