|dates|Simpson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Simpson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Simpson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Simpson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|37.0|0|2.0|0|0.0|0
0|2020-05-18|38.0|0|2.0|0|0.0|0
0|2020-05-19|39.0|0|2.0|0|0.0|0
0|2020-05-20|43.0|0|2.0|0|0.0|0
0|2020-05-21|43.0|0|3.0|0|0.0|0
0|2020-05-22|44.0|0|3.0|0|0.0|0
0|2020-05-23|44.0|0|3.0|0|0.0|0
