|dates|Louisa_Iowa_UnitedStates.JHU_ConfirmedCases.data|Louisa_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Louisa_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Louisa_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Louisa_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Louisa_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|336.0|0|10.0|0|0.0|0
0|2020-05-28|336.0|0|10.0|0|0.0|0
0|2020-05-29|336.0|0|10.0|0|0.0|0
0|2020-05-30|336.0|0|10.0|0|0.0|0
